Species,subclass,GrowthForm_CTD,Abund_CTD,IUCNstatus,MeanPCcover,coralcover,Range,ReefArea_Range,family_molecules,family_morphology,larval,IUCN conservation status,Depth lower,Depth upper,Eastern-most range edge,Genus fossil age,Northern-most range edge,Oocyte size at maturity,Range size,Southern-most range edge,Species age phylogeny,Veron species id,Water depth,Western-most range edge,Colony maximum diameter,Corallite width maximum,Corallite width minimum,Growth rate,Water temperature,Nitrogen concentration,Phosphorus concentration,Sample identifier,Calcification rate,Irradiance,Skeletal density,Skeletal micro-density,Symbiodinium density,Tissue thickness,Year,Propagule size on release,Colony area,Colony fecundity,Colony shape factor,Distance from crest,Length of nonreproductive zone,Polyp fecundity,Polyps per area,Ratio of female to male gonads,Size at maturity,Egg size,Flow rate,Mitotic index,RNA:DNA ratio,Season,Chlorophyll a,Lipid content,Total biomass,Protein biomass,Age at maturity,Eggs per area,Generation time,Mesentery fecundity,Number of septa per corallite,Dark respiration,Gross photosynthesis,Larval swimming speed,Dissolved oxygen concentration,Distance from shore,Downward flux of suspended particulate matter,Light extinction coefficient,Nitrite-nitrate concentration,Particulate organic matter concentration,Phosphate concentration,Salinity,Suspended particulate matter concentration,Individual identifier,Propagule age,Rainfall,Sunlight,Colony surface area
Oulophyllia crispa,Hexacorallia,massive,uncommon,NT,0.102,203826.70976698754,61271890,226214,Merulinidae,Faviidae,spawner,Near Threatened,40,2,-166.843070834,19.814,36.84425809,NA,58792407.795,-34.00854299,0.311502346047305,283,2.9722222222222223,23.8410664,100,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxypora glabra,Hexacorallia,laminar,common,LC,0.114,227806.3226807508,23608698,156508,Lobophyllidae,Pectiniidae,spawner,Least Concern,40,3,176.35906038,10.05,28.65978411,NA,25292588.33,-34.19797874,1.34230822663883,284,10,95.0824162,NA,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxypora lacera,Hexacorallia,laminar,common,LC,0.117,233801.22590919162,62933870,232046,Lobophyllidae,Pectiniidae,spawner,Least Concern,30,3,-167.20037883,10.05,37.65991198,NA,59487029.75,-33.05073693,1.53614397169501,285,3.6,31.486416,NA,8.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyseris rugosa,Hexacorallia,laminar,common,VU,0.218,435629.63460003224,48344950,219702,Pachyseridae,Agariciidae,spawner,Vulnerable,20,4,-176.13196212,32.58,31.00815214,339,46648887.745000005,-27.86238998,1.52451800875673,286,1.8888888888888888,31.7723633,633.3333333333334,4.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachyseris speciosa,Hexacorallia,laminar,common,LC,0.279,557526.0002449953,65161047,233426,Pachyseridae,Agariciidae,spawner,Least Concern,56,22.5,-140.32576938,32.58,36.65327262,341,62953882.56,-34.47524539,1.55998832108154,287,5.156521739130435,25.1595079,2,4.6,2.4,NA,NA,0.7322757306666666,0.18283732366666666,85.66666666666667,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.547507544000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona bipartita,Hexacorallia,submassive,uncommon,VU,0.513,1025128.4520633786,52285020,175125,Agariciidae,Agariciidae,NA,Vulnerable,20,3,-138.12290399,48.6,30.52885689,NA,46018272.239999995,-27.31145074,0.846063037064358,418,NA,31.725245,100,3.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona cactus,Hexacorallia,digitate,common,VU,0.027,53954.12905596729,65458589,239950,Agariciidae,Agariciidae,spawner,Vulnerable,19,2,-139.77738625,48.6,37.16939792,NA,63144649.51,-31.37849359,2.03455608053693,289,1.4444444444444442,31.8558798,1000,1.4,1,0.1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona clavus,Hexacorallia,columnar,common,LC,0.072,143877.67748257943,78989135,236612,Agariciidae,Agariciidae,spawner,Least Concern,25,2,-76.30883476,48.6,30.8232096,NA,70339476.655,-34.3759158,3.32716411049437,290,4.045454545454545,25.102309,2000,3.4,1.7,14.206451612903226,NA,NA,NA,NA,0.14,NA,1.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona decussata,Hexacorallia,digitate,common,VU,0.149,297746.86034589354,67614947,240383,Agariciidae,Agariciidae,NA,Vulnerable,12.333333333333334,2,-139.77738625,48.6,37.26617142,100,64093455.395,-31.60429841,0.741649808787096,291,1.3636363636363638,31.5143007,20,3.5,1.9,NA,NA,0.4899773846666667,0.16676482039999999,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0491174733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona explanulata,Hexacorallia,laminar,common,LC,0.09,179847.09685322433,77184805,242197,Agariciidae,Agariciidae,NA,Least Concern,22.5,11.5,-92.23178406,48.6,36.93640114,NA,71912840.41,-32.42221211,0.774165369871112,292,4.470588235294118,31.7085793,NA,3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona maldivensis,Hexacorallia,columnar,common,LC,0.135,269770.6452798365,105646230,240836,Agariciidae,Agariciidae,NA,Least Concern,44,32.333333333333336,-75.92914581,48.6,36.20357883,NA,85758891.52000001,-32.41256171,0.73938076831815,293,3,32.2192637,30,4.1,2.9,12.05,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona minuta,Hexacorallia,submassive,uncommon,NT,0.04,79932.04304587748,31923647,167836,Agariciidae,Agariciidae,NA,Near Threatened,55,NA,-166.685654669,48.6,28.39802031,NA,31422254.5,-24.57863151,0.80027413746221,435,6,80.7880856,550,3.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona varians,Hexacorallia,encrusting,common,LC,0.246,491582.0647321464,99989137,246201,Agariciidae,Agariciidae,spawner,Least Concern,50,1.3333333333333333,-75.92220916,48.6,36.7647214,NA,85939689.7,-31.90717291,4.08137679157101,295,2.6793478260869565,31.7085793,NA,9.3,4.7,3.4,NA,NA,NA,NA,NA,NA,1.9649999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pavona venosa,Hexacorallia,encrusting,common,VU,0.189,377678.9033917711,57389915,228288,Agariciidae,Agariciidae,NA,Vulnerable,11,2,-177.22038563,48.6,31.7239697,NA,53701657.33,-32.18062786,0.759083366685996,296,2,33.2657341,NA,9.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectinia lactuca,Hexacorallia,encrusting,common,VU,0.106,211819.91407157527,49404257,206510,Merulinidae,Pectiniidae,spawner,Vulnerable,17.5,6,-176.05735949,2.715,37.95030478,NA,44498126.925,-29.42082683,1.17610537410946,298,1.5,32.93838,100,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pectinia paeonia,Hexacorallia,laminar,common,NT,0.054,107908.25811193459,40555608,197098,Merulinidae,Pectiniidae,spawner,Near Threatened,22.5,6,-176.3712294,2.715,36.88025853,350,40182144.345,-34.29567105,1.31570046706648,299,6,68.9642082,100,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra daedalea,Hexacorallia,massive,common,LC,0.115,229804.62375689775,68843454,242827,Merulinidae,Faviidae,spawner,Least Concern,30,4.5,-133.86113428,38.38,38.68167919,387.6666666666667,67556059.435,-34.73665327,2.23721737832513,301,1.9814814814814816,25.4764439,NA,10,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra lamellina,Hexacorallia,massive,uncommon,NT,0.127,253784.23667066096,58952051,230779,Merulinidae,Faviidae,spawner,Near Threatened,30,1,-168.121373503,38.38,34.07355837,415,58219641.925,-33.70229694,0.364307469980331,302,5,30.3306974,NA,9.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra pini,Hexacorallia,massive,common,LC,0.094,187840.30115781203,52161363,213366,Merulinidae,Faviidae,spawner,Least Concern,30,0,-136.46728188,38.38,37.90216287,441,51938109.730000004,-33.50676113,1.22125197526925,303,4.307692307692308,35.1347058,NA,7.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra ryukyuensis,Hexacorallia,massive,uncommon,NT,0.055,109906.55918808152,45397744,191154,Merulinidae,Faviidae,spawner,Near Threatened,30,2,-176.45974264,38.38,30.16230434,NA,42360503.045,-31.68467939,0.167812649403454,377,10,29.352291,NA,3.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra sinensis,Hexacorallia,massive,uncommon,LC,0.096,191836.90331010593,70520299,242218,Merulinidae,Faviidae,spawner,Least Concern,30,0,-135.44316663,38.38,37.24893789,411.5,66475412.205,-33.40265116,4.0828691449037,304,1.3125,29.7817839,NA,6.7,3.3,8.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,310,34,3.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platygyra verweyi,Hexacorallia,massive,uncommon,NT,0.03,59949.0322844081,16777756,145465,Merulinidae,Faviidae,NA,Near Threatened,20,1,154.7642302,38.38,36.38995201,NA,19895534.31,-30.8256935,1.65997682588349,376,0,80.4619511,NA,4.7,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plerogyra sinuosa,Hexacorallia,massive,common,NT,0.03,59949.0322844081,64559123,234211,Plesiastreidae,Euphyllidae,NA,Near Threatened,30,2.5,-136.41187256,0.01,31.02818888,NA,60925952.80500001,-33.37490201,0.336292354606763,305,3.7333333333333334,31.6932036,100,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plesiastrea versipora,Hexacorallia,massive,uncommon,LC,0.051,101913.35488349377,82016455,243883,Plesiastreidae,Faviidae,spawner,Least Concern,30,13.333333333333332,-105.44113462,45.08,38.68167919,NA,74491653.46,-40.54983502,8.07721459723286,306,3.95,23.9693227,233.33333333333334,4.6,2.9,4.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pocillopora damicornis,Hexacorallia,branching_closed,common,LC,0.168,335714.5807926854,105600013,246233,Pocilloporidae,Pocilloporidae,NA,Least Concern,25.285714285714285,4,-76.08342991,44.42,35.94968826,116,88880159.175,-35.55510674,1.84728458140922,307,4.983423913043477,31.8660454,200,1,0.8,28.96445652173913,25.51225641026923,0.7541696161111111,0.1611047725,103.9,NA,731.0666666,1.9266666666666665,NA,826000,0.9,1986,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,12.169839422199999,NA,6.264545454545455,0.172,NA,0.258125,NA,NA,NA,NA,NA,2.1166666666666667,5.8,1.8482022471910113,NA,NA,NA,NA,NA,3.6,NA,31.55,NA,7.507317073170734,6.86829268292683,281.825,6.33,NA
Pocillopora eydouxi,Hexacorallia,branching_open,common,NT,0.729,1456761.4845111168,95030081,240146,Pocilloporidae,Pocilloporidae,spawner,Near Threatened,20,2,-75.7659806,44.42,36.53295376,136,82563698.795,-35.57253527,2.7177794822173,308,4.227586206896551,22.5563325,100,1,0.8,37.05,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,0.36,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pocillopora meandrina,Hexacorallia,branching_closed,common,LC,0.905,1808462.4739129778,80189143,212495,Pocilloporidae,Pocilloporidae,spawner,Least Concern,27,1,-75.25487909,44.42,29.7251985,NA,64143723.07,-28.87338731,5.84100152855223,309,4.924528301886793,70.4115548,100,0.7,0.6,20.483,23.5,NA,NA,NA,1.33,NA,1.42,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pocillopora verrucosa,Hexacorallia,branching_closed,common,LC,1.506,3009441.420677287,105847101,246456,Pocilloporidae,Pocilloporidae,spawner,Least Concern,37.25,1,-75.90850408,44.42,36.28949391,93.85000000000001,87127475.1,-34.80308467,1.84728458140922,310,4.190579710144927,31.762114,50,0.7,0.3,28.946666666666665,27,NA,NA,NA,NA,NA,NA,NA,1710000,0.4,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pocillopora woodjonesi,Hexacorallia,branching_open,uncommon,LC,0.102,203826.70976698754,43962972,197014,Pocilloporidae,Pocilloporidae,NA,Least Concern,26,2,-136.93890405,44.42,28.20648657,NA,42554957.915,-29.47790465,2.27779990972433,311,NA,80.6355872,NA,1.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podabacia crustacea,Hexacorallia,encrusting,common,LC,0.025,49957.52690367342,62789839,234730,Fungiidae,Fungiidae,NA,Least Concern,35,3,-138.15720437,10.5275,31.08541355,NA,58248320.125,-34.04066244,1.05469881950054,312,4.8,24.8241124,150,3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Podabacia motuporensis,Hexacorallia,encrusting,uncommon,NT,0.062,123894.66672111007,45324207,186987,Fungiidae,Fungiidae,NA,Near Threatened,20,5,-175.06744894,10.5275,29.2809127,NA,40374133.445,-28.46311437,6.48517021393165,423,NA,36.4713451,NA,2.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyphyllia talpina,Hexacorallia,massive,common,LC,0.018,35969.41937064486,49248238,205957,Fungiidae,Fungiidae,NA,Least Concern,30,1,-164.371680291,NA,29.13327172,NA,46194025.315,-33.72897593,1.47794569974335,313,4.166666666666666,34.0762803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites annae,Hexacorallia,digitate,common,NT,0.214,427636.43029544444,35214232,189637,Poritidae,Poritidae,spawner,Near Threatened,30,0.5,-176.15436601,57.04,29.99398698,279,35919861.375,-32.40054695,1.1383343701485,314,6.888888888888889,80.3553567,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites attenuata,Hexacorallia,branching_closed,common,VU,0.671,1340860.0220945945,24741269,127579,Poritidae,Poritidae,NA,Vulnerable,20,2,-176.42694881,57.04,29.89138303,NA,23427019.494999997,-24.59775592,1.75276446920148,480,NA,94.7714611,NA,2.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites horizontalata,Hexacorallia,digitate,uncommon,VU,0.41,819303.441220244,35388978,138126,Poritidae,Poritidae,NA,Vulnerable,20,5,-167.59489986,57.04,29.73288783,NA,28839790.75,-25.1274114,1.54807530543577,482,NA,69.4325333,NA,1.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites latistella,Hexacorallia,digitate,uncommon,LC,0.19,379677.20446791797,42849223,147197,Poritidae,Poritidae,NA,Least Concern,20,1,-138.11931299,57.04,28.71895526,NA,38412408.995,-27.35763582,1.73182724215747,516,NA,33.0813345,NA,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites lichen,Hexacorallia,laminar,common,LC,1.337,2671728.5388084543,97707217,237144,Poritidae,Poritidae,NA,Least Concern,40,15,-90.06029058,57.04,36.76090556,NA,86777862.15,-34.5739876,0.898085371393526,318,5.922727272727273,22.8563496,NA,1.4,1.3,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites nigrescens,Hexacorallia,branching_closed,uncommon,VU,0.719,1436778.4737496474,55805993,226520,Poritidae,Poritidae,NA,Vulnerable,15,1.25,-168.11175914,57.04,30.45457713,NA,52685304.114999995,-32.04477628,1.62557325982637,323,2.7038461538461536,32.0141731,NA,1.6,1.4,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites rugosa,Hexacorallia,branching_closed,uncommon,VU,1.603,3203276.6250635395,4948804,68903,Poritidae,Poritidae,NA,Vulnerable,15,3,133.1560672,57.04,19.65821127,NA,8286167.8075,-11.51105879,1.47689669458384,928,NA,94.9918981,100,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites rus,Hexacorallia,digitate,common,LC,0.693,1384822.645769827,85048962,231553,Poritidae,Poritidae,spawner,Least Concern,20,1,-80.53938347,57.04,30.56919983,NA,74903428.785,-29.52133903,1.64328050182565,324,2.8275862068965516,31.2727165,500,0.8,0.6,1.27,27.16,NA,NA,NA,NA,414.5,NA,NA,2890000,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites solida,Hexacorallia,massive,common,LC,0.068,135884.4731779917,84878857,241975,Poritidae,Poritidae,spawner,Least Concern,14.5,0.75,-137.63251408,57.04,32.59708471,NA,76019374.465,-34.39151949,1.04399818878696,325,7,24.3338345,NA,1.6,1.3,7.2,28,NA,NA,NA,NA,461.1111111111111,1.194,NA,50100000,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites tuberculosa,Hexacorallia,branching_closed,uncommon,VU,0.819,1636608.581364341,6519344,85975,Poritidae,Poritidae,NA,Vulnerable,20,1,153.97252116,57.04,19.80787186,NA,8211122.322000001,-13.20940506,1.78451550812609,776,NA,94.8197885,NA,1.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porites vaughani,Hexacorallia,encrusting,uncommon,LC,0.613,1224958.559678072,42673560,200257,Poritidae,Poritidae,NA,Least Concern,40,1,-137.77114978,57.04,29.96524367,NA,44158265.635000005,-28.99936448,1.60557191319123,328,10,80.5006656,20,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammocora digitata,Hexacorallia,columnar,common,NT,0.075,149872.58071102024,62785261,214674,Psammocoridae,Siderastreidae,NA,Near Threatened,20,1,-138.05686124,29.46,31.13407822,NA,56833826.775,-33.7834359,0.932787995219772,330,4,37.1240953,6.5,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
